 from,to,value(ETH),timestamp
0xd56ef4fb69181409f9e4015fef8409354259f308,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1.002014387,5/5/18 6:01 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xd56ef4fb69181409f9e4015fef8409354259f308,2.4,5/6/18 7:21 AM
0xd56ef4fb69181409f9e4015fef8409354259f308,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2.399895,5/6/18 7:30 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xd56ef4fb69181409f9e4015fef8409354259f308,1.000407817,5/7/18 3:34 AM
0xd56ef4fb69181409f9e4015fef8409354259f308,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1.000298743,5/7/18 4:00 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xd56ef4fb69181409f9e4015fef8409354259f308,2.4,5/8/18 4:42 PM
0xd56ef4fb69181409f9e4015fef8409354259f308,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2.399895,5/8/18 5:00 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xd56ef4fb69181409f9e4015fef8409354259f308,1.002465377,5/9/18 3:57 AM
0xd56ef4fb69181409f9e4015fef8409354259f308,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1.002360377,5/9/18 4:00 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xd56ef4fb69181409f9e4015fef8409354259f308,2.2,5/9/18 7:25 PM
0xd56ef4fb69181409f9e4015fef8409354259f308,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2.199895,5/9/18 7:30 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x807a1d4377824684434df09f9a710c018243cacf,0.9875,5/9/18 7:28 PM
0x807a1d4377824684434df09f9a710c018243cacf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.9775,5/9/18 7:33 PM
0x807a1d4377824684434df09f9a710c018243cacf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,5/9/18 7:33 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x7805524928d5f70009679f1e060e05093a2a4abd,0.86640392,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xf3107ac01b04ca5851c990f50df8563d5e24adc8,0.7409,5/9/18 7:30 PM
0xf3107ac01b04ca5851c990f50df8563d5e24adc8,0xa6a7d616dbbb6bf5343b37577aa5c319ef33e311,0.74068999,5/10/18 1:29 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x50b2e359ffc59ab4984c88e620687fd289944b6f,33.45720214,5/9/18 7:31 PM
0x121e907d32123c2a47515d7e37f9b03701c90c03,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,1,#VALUE!
0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0x3677f57f42985d155d6759f77822f8e98cd47aa7,0.998,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.49,#VALUE!
0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0x9ffb03304a22c3a5c830b89fb3db434137abfd9b,1.491118,#VALUE!
0xc95c160b06e940d1770f884b2ee4e85a0d78d7fd,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0xd551234ae421e3bcba99a0da6d736074f22192ff,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0x564286362092d8e7936f0549571a803b203aaced,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.09,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.48875,#VALUE!
0x416299aade6443e6f6e8ab67126e65a7f606eef5,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.01,#VALUE!
0x264808dddba3fbc4c5598183310b5c41507397f1,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,5,#VALUE!
0xf95999bb68b02c9ef080722ef56f55d9ab73d98f,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0xd0a5f50d640365f4cc8c36fafc3e415f0ba85e36,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.00366485,#VALUE!
0x8c3ca0bf20bccd10126d99855bddfc8ec35e99f9,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.144,#VALUE!
0xfbf4589e9b711e90a1ec28775f30a63df524a9cc,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0x564286362092d8e7936f0549571a803b203aaced,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.39,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.9,#VALUE!
0x7ed1e469fcb3ee19c0366d829e291451be638e59,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,1,#VALUE!
0xd551234ae421e3bcba99a0da6d736074f22192ff,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.61634169,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.8,#VALUE!
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.9061598,#VALUE!
0xf646cbe3b030fb6c2569215f0117dba58badb95e,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,2.7,#VALUE!
0x428ec54839433a2578b1bbcc0c47353d8fe51696,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.1,#VALUE!
0x564286362092d8e7936f0549571a803b203aaced,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.43808055,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.44620658,#VALUE!
0x4e4355859c916e89e63602819b93b9d7dc442c02,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,1.108,#VALUE!
0x8e276afbcab89d2030dd35431303d5b9c6dea058,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,1,#VALUE!
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xeb01fb5c83434da20ef1f9f2eea12fadaff52995,0.5,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xcb30206d90f18920ec9db567cc5f305067c6b15d,1.02,5/9/18 7:35 PM
0xcb30206d90f18920ec9db567cc5f305067c6b15d,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1.014,5/9/18 8:01 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x008bc8235454e7b44e28224c76739474621801b4,0.165,5/9/18 2:02 PM
0x008bc8235454e7b44e28224c76739474621801b4,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0.163855958,5/9/18 2:09 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x008bc8235454e7b44e28224c76739474621801b4,0.405,5/9/18 7:36 PM
0x008bc8235454e7b44e28224c76739474621801b4,0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0.40436988,5/9/18 7:44 PM
0xc571032e2f90e673faae285a033a045e115e80f1,0x2732d0e670f05366c05eb84ba18eb79e917e808d,2.15,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,2.149916,#VALUE!
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,0x2732d0e670f05366c05eb84ba18eb79e917e808d,24.91905225,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,24.91896825,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,8.998,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,8.997895,#VALUE!
0x57355f00c5f91ec8125eb1f09c3d979be7600eee,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.65,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.649685,#VALUE!
0x4390e48b681f37d82edeeaf6f38743b4026f03fd,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.45,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.44979,#VALUE!
0xc0084e421405e10434a428e6959a6b1a8475e3d0,0x2732d0e670f05366c05eb84ba18eb79e917e808d,5.5,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,5.499899463,#VALUE!
0x4390e48b681f37d82edeeaf6f38743b4026f03fd,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.4,#VALUE!
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1131264,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.5127064,#VALUE!
0x7c4f8297e8d35988aabbe1d772543717664a0721,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.4,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.39958,#VALUE!
0xb3b07656f48a1cba5ef111c1e216458618bdb91b,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.2,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.199664,#VALUE!
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.887,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.88658,#VALUE!
0xcbd0f5edf8be5ee577fd450c62a89872ad3f36d4,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.11,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.109916,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.19841722,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.19820722,#VALUE!
0xde61f7815ea601b254178b4070d9506a6edc2942,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.999664,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.099622,#VALUE!
0xad7944e6baa2ffcfbe96329f07b3bef456d18287,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.099874,#VALUE!
0xb6016390c712a4ecef23d0295f37482ca9be7a23,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.76,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.75958,#VALUE!
0x82cb3eaf6842c00c2f00333e07fd50af61225c50,0x2732d0e670f05366c05eb84ba18eb79e917e808d,44.9996535,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,44.9992335,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.5929736,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.5925536,#VALUE!
0xd2888cdaada8ba84184b4373aa8b6a1d58571a36,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.13064329,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.13022329,#VALUE!
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.46994039,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.46958759,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.99958,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.14372559,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.14330559,#VALUE!
0x825cf16b813428da901eacbcda269b422e040a98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.99,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.98958,#VALUE!
0x3479cf0af76e8e024e4897511baf1cde4b11c62a,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.3,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.29958,#VALUE!
0xcbd0f5edf8be5ee577fd450c62a89872ad3f36d4,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.11,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.10958,#VALUE!
0xe45327a8aa966fff3d6b828cf2886b52dbc3ad07,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.2,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.19958,#VALUE!
0x88bcc3bdceafc0a056a69a445e189959478f90d5,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.3,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.29958,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,6,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,5.99958,#VALUE!
0x9cca4363dc91823fe61264527b7154b1a8bf7265,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.11,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.1097354,#VALUE!
0x31affc18098072321fdeaa48063b7b28f2bf8fab,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.70021,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.699811,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.2,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.19979,#VALUE!
0x4241f0ae29e256a5f0dfb8bc6d40c551f4697847,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.3,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.19979,#VALUE!
0x8271b2e8cbe29396e9563229030c89679b9470db,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.29607366,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.39582166,#VALUE!
0xaad16a9c80b7c7b47b69c64f8209dabd366c6055,0x2732d0e670f05366c05eb84ba18eb79e917e808d,9.1,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,9.09979,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.34,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.33958,#VALUE!
0xa0fedc698967894f640b92ba7588538c16aba23b,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.5,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.499769,#VALUE!
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.55,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.549643,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.99065378,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.99056978,#VALUE!
0x51a82cf3b5cd9b1225ea7a1e55d843864400b498,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1298,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.129548,#VALUE!
0xec7d24a08f8edc5c7b3b602ca5c8793c3f99ae0b,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.47,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.46979,#VALUE!
0x53fc6d189ddcf942826f65b5bfe0dc76b41b03da,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.34,#VALUE!
0xd5c962939a6fb8a70cbecf3dacd08f4bea1ab414,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.34,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.67979,#VALUE!
0x6ad210eb512fc68de51803c33f7765634d701762,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.2,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.1996535,#VALUE!
0xd769f0563242ab9a57a60b80494fe1b0c893502c,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.50902952,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.50860952,#VALUE!
0x63c3af478e4616af8aaf4160519421ecea2136cb,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.12,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.119874,#VALUE!
0x4390e48b681f37d82edeeaf6f38743b4026f03fd,0x2732d0e670f05366c05eb84ba18eb79e917e808d,2.4,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,2.39979,#VALUE!
0x9b4945322c0570835f84706cd50c06cdf389034c,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.15,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.14958,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.22516244,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.22495244,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.17157253,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.17115253,#VALUE!
0x5baeac0a0417a05733884852aa068b706967e790,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.36969089,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.36927089,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.23162304,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.23141304,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.40873517,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.40831517,#VALUE!
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.24010746,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.23968746,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1,#VALUE!
0x6fcd57922e55476198468b89fc7393aee0d012f1,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.357211789,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,2.356791789,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.2518,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.251485,#VALUE!
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.167,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.16658,#VALUE!
0x5baeac0a0417a05733884852aa068b706967e790,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.29868519,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.29826519,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.64096394,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.64054394,#VALUE!
0xc97dd57baf8458f9d17b812e8cba64beb2792f5c,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.120008378,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.119588378,#VALUE!
0xd5fd278b410b4d528a0218b9af92c30df1203444,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.209225147,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.208910147,#VALUE!
0xf598ab319caef89bb37ca8b1efb1f40b54a1540b,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.99,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.98979,#VALUE!
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.5,#VALUE!
0x5cd3f1495c90f1198e8ab8e8cf9f376500f7aaf9,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1.63,#VALUE!
0x8bbec24f413bfe32313ba769c72f57bdf0d050fe,0x2732d0e670f05366c05eb84ba18eb79e917e808d,4,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,6.12958,#VALUE!
0xdf53a494c8f8c49a6d0d6d5c9aa1226b624dc006,0x2732d0e670f05366c05eb84ba18eb79e917e808d,8,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,7.99958,#VALUE!
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.52,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.51958,#VALUE!
0x63aab8c86b67360445af7724e7bdf85ed6f1a14f,0x2732d0e670f05366c05eb84ba18eb79e917e808d,1,#VALUE!
0xaca3555fd1ccfb46db578bae1625026762721966,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.471022,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,1.470602,#VALUE!
0xe0872fb859f4a3430a2a75ac9b17097aef37a561,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.42,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.41979,#VALUE!
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.965,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.96479,#VALUE!
0xff90d5e64065541b768b2f1e27e359c98fd05991,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.5,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.499916,#VALUE!
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.31275687,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.31233687,#VALUE!
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1000488,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.0998808,#VALUE!
0xf717e4df260ef121abc47876f71e6a2a1369a989,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0,#VALUE!
0x2732d0e670f05366c05eb84ba18eb79e917e808d,0x8334a533f0c3f904ca59061fae649a8c596b09ac,0.099832,#VALUE!
0xfc5460eedf806da9d8160de4e0104cdc14a2586b,0x2732d0e670f05366c05eb84ba18eb79e917e808d,0.1,#VALUE!
